City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
341,Beaverlodge,CA,55.2166,-119.4361,52.95,64,59,13.71,broken clouds
342,Tura,IN,25.5198,90.2201,61.9,86,5,2.62,clear sky
343,Champerico,GT,14.3,-91.9167,83.35,82,100,5.7,overcast clouds
344,Adrar,MR,20.5022,-10.0711,72.34,18,28,8.43,scattered clouds
345,Butembo,CD,0.15,29.2833,57.25,99,100,2.06,light rain
346,Teguise,ES,29.0605,-13.564,68.22,78,20,10.36,few clouds
347,Hvolsvollur,IS,63.7533,-20.2243,31.8,61,65,4.79,broken clouds
348,Durazno,UY,-33.4131,-56.5006,66.15,42,0,6.91,clear sky
349,Limenaria,GR,40.6261,24.5786,59.94,75,0,5.23,clear sky
350,Klaksvik,FO,62.2266,-6.589,40.12,68,98,33.76,overcast clouds
351,Sabha,LY,27.0377,14.4283,74.55,32,95,12.95,overcast clouds
352,Porto Santo,PT,33.072,-16.3415,70.18,68,20,9.22,few clouds
353,Vanavara,RU,60.34,102.2797,30.58,92,28,5.55,scattered clouds
354,Akyab,MM,20.15,92.9,76.8,91,99,5.46,overcast clouds
355,Savalou,BJ,7.9281,1.9756,74.71,93,100,3.91,overcast clouds
356,Gallup,US,35.5281,-108.7426,67.84,15,1,1.99,clear sky
357,Marystown,CA,47.1666,-55.1483,49.86,100,40,1.99,scattered clouds
358,Polson,US,47.6936,-114.1632,59.11,59,66,3.38,broken clouds
359,Vila Velha,BR,-20.3297,-40.2925,69.75,73,0,8.05,clear sky
360,Trat,TH,12.5,102.5,79.99,92,100,2.75,overcast clouds
361,Jasper,US,37.2001,-94.3502,60.55,55,1,6.91,clear sky
362,Saint-Augustin,CA,51.226,-58.6502,39.76,61,43,9.15,scattered clouds
363,Amarante Do Maranhao,BR,-5.5667,-46.7422,75.45,89,76,2.57,broken clouds
364,Mujiayingzi,CN,42.1167,118.7833,38.53,44,0,5.44,clear sky
365,Guangzhou,CN,23.1167,113.25,61.95,69,96,13.53,overcast clouds
366,Pandan Niog,PH,6.2282,120.5631,83.75,77,85,8.61,overcast clouds
367,Berlevag,NO,70.8578,29.0864,35.06,53,100,24.9,overcast clouds
368,Laurel,US,39.0993,-76.8483,70.74,65,1,0.0,clear sky
369,Bamiantong,CN,44.9333,130.5333,38.53,49,62,8.59,broken clouds
370,Port Keats,AU,-14.25,129.55,87.37,67,67,10.54,broken clouds
371,Vardo,NO,70.3705,31.1107,35.94,52,100,27.87,overcast clouds
372,Husavik,IS,66.0449,-17.3389,28.31,72,100,3.56,overcast clouds
373,Cascais,PT,38.6979,-9.4215,62.47,69,22,5.01,few clouds
374,Pangkalanbuun,ID,-2.6833,111.6167,76.55,92,95,0.72,overcast clouds
375,Bermejo,AR,-32.8833,-68.8,80.51,32,0,2.3,clear sky
376,Pimentel,PE,-6.8367,-79.9342,64.69,77,0,19.57,clear sky
377,Tshikapa,CD,-6.4167,20.8,70.32,97,92,1.03,light rain
378,Port Lincoln,AU,-34.7333,135.8667,64.18,64,58,4.56,broken clouds
379,Mastic Beach,US,40.7668,-72.8521,66.4,83,1,1.99,clear sky
380,Stephenville,US,32.2207,-98.2023,79.68,56,1,5.75,clear sky
381,Guerrero Negro,MX,27.9769,-114.0611,70.97,71,0,13.94,clear sky
382,Aktash,RU,50.3,87.7333,22.71,54,50,4.88,scattered clouds
383,Dinard,FR,48.6314,-2.0614,50.68,84,75,5.75,broken clouds
384,Launceston,AU,-41.45,147.1667,62.24,80,90,4.0,overcast clouds
385,Natitingou,BJ,10.3042,1.3796,75.51,71,20,3.13,few clouds
386,Kloulklubed,PW,7.0419,134.2556,82.9,73,11,8.03,few clouds
387,Pisco,PE,-13.7,-76.2167,62.65,77,0,18.41,clear sky
388,Do Gonbadan,IR,30.3586,50.7981,59.09,51,0,0.0,clear sky
389,Linares,CL,-35.85,-71.6,58.28,63,100,7.92,overcast clouds
390,Candido Mendes,BR,-1.4467,-45.7167,76.6,91,100,3.31,overcast clouds
391,Antofagasta,CL,-23.65,-70.4,58.28,76,34,7.09,scattered clouds
392,Kosh-Agach,RU,50.0,88.6667,21.63,58,32,4.05,scattered clouds
393,Moron,AR,-34.6534,-58.6198,73.99,62,7,7.31,clear sky
394,Nargana,PA,9.4428,-78.5906,80.85,80,49,6.76,scattered clouds
395,Mumford,GH,5.2618,-0.759,77.92,88,100,10.11,overcast clouds
396,Cairns,AU,-16.9167,145.7667,87.94,72,40,8.05,scattered clouds
397,Saint-Gaudens,FR,43.0833,0.6667,54.34,93,96,2.46,overcast clouds
398,Porto Novo,BJ,6.4965,2.6036,78.62,86,95,5.08,overcast clouds
399,Richards Bay,ZA,-28.783,32.0377,67.8,83,97,16.35,overcast clouds
400,Nenita,PH,12.4917,124.8044,80.47,89,80,8.16,broken clouds
401,Changji,CN,44.0167,87.3167,45.39,49,0,4.47,clear sky
402,Mathathane,BW,-22.2687,28.7495,73.0,35,100,10.71,overcast clouds
403,Kirovskiy,RU,45.0917,133.5136,39.04,60,92,5.66,overcast clouds
404,Wiwili,NI,13.6268,-85.8254,88.54,87,100,2.33,overcast clouds
405,Guilin,CN,25.2819,110.2864,57.31,81,100,8.3,overcast clouds
406,Worland,US,44.0169,-107.9554,65.68,27,1,3.44,clear sky
407,Michalovce,SK,48.7543,21.9195,55.85,65,99,11.01,light rain
408,Kamenka,RU,51.3223,42.7678,49.48,55,97,18.23,overcast clouds
409,Bouza,NE,14.4229,6.0428,86.79,29,15,3.29,few clouds
410,Srednekolymsk,RU,67.45,153.6833,-3.12,94,82,3.31,broken clouds
411,Angoche,MZ,-16.2325,39.9086,72.86,67,15,9.31,few clouds
412,Tadepallegudem,IN,16.8333,81.5,75.49,78,61,5.06,broken clouds
413,Kottagudem,IN,17.55,80.6333,70.47,83,91,2.66,overcast clouds
414,Gat,IL,31.61,34.7642,69.82,100,1,2.28,clear sky
415,Vila Franca Do Campo,PT,37.7167,-25.4333,63.01,74,84,5.12,broken clouds
416,Dzilam Gonzalez,MX,21.2833,-88.9333,75.04,94,97,4.38,overcast clouds
417,Northam,GB,51.0333,-4.2167,52.66,68,27,13.76,scattered clouds
418,Ayna,PE,-12.65,-73.9167,77.5,83,59,1.21,broken clouds
419,Samarkand,UZ,39.6542,66.9597,40.42,81,66,4.61,broken clouds
420,Ossora,RU,59.2353,163.0719,23.43,68,3,4.76,clear sky
421,Kyshtovka,RU,56.555,76.6271,37.96,74,95,14.65,overcast clouds
422,Lahij,YE,13.1667,44.5833,78.33,67,49,3.58,scattered clouds
423,Montrose,US,38.4166,-108.2673,53.01,32,54,1.5,broken clouds
424,Griffith,US,41.5284,-87.4237,54.1,81,90,5.75,overcast clouds
425,Newport,GB,51.5877,-2.9984,50.83,86,13,9.19,few clouds
426,Afrikanda,RU,67.4429,32.7828,31.05,77,100,10.76,overcast clouds
427,Gohad,IN,26.4261,78.4447,69.55,55,0,8.48,clear sky
428,Russell,US,32.3502,-85.1999,73.0,87,90,3.44,overcast clouds
429,Westport,US,41.1415,-73.3579,67.98,89,1,8.01,clear sky
430,Tlacotepec,MX,20.0667,-97.8667,62.82,96,86,1.68,overcast clouds
431,Corner Brook,CA,48.9667,-57.9484,46.53,82,70,4.12,broken clouds
432,Almeirim,BR,-1.5233,-52.5817,82.11,65,74,3.22,broken clouds
433,Kiunga,PG,-6.1219,141.2906,88.09,60,50,0.76,scattered clouds
434,Isangel,VU,-19.55,169.2667,80.71,78,75,4.61,broken clouds
435,Iracoubo,GF,5.4802,-53.2011,79.29,83,93,10.87,overcast clouds
436,Kifri,IQ,34.6959,44.9661,70.16,30,0,4.83,clear sky
437,Cap-Aux-Meules,CA,47.3821,-61.8597,48.25,87,20,5.75,few clouds
438,Suzhou,CN,31.3114,120.6181,55.27,71,94,8.86,overcast clouds
439,Saint-Pierre,RE,-21.3393,55.4781,71.24,70,0,4.61,clear sky
440,Quelimane,MZ,-17.8786,36.8883,67.95,94,20,2.3,few clouds
441,Uvat,RU,59.1433,68.8953,28.78,94,96,5.88,overcast clouds
442,Sao Filipe,CV,14.8961,-24.4956,81.16,64,14,6.4,few clouds
443,Boyolangu,ID,-8.1181,111.8935,79.39,80,100,5.61,overcast clouds
444,Walvis Bay,NA,-22.9575,14.5053,59.09,82,5,6.91,clear sky
445,Bathsheba,BB,13.2167,-59.5167,83.01,74,40,24.16,scattered clouds
446,Alim,PH,9.5649,122.4876,81.91,79,68,4.68,broken clouds
447,Nan,TH,18.8333,100.6667,73.42,88,75,18.41,thunderstorm with light rain
448,Hudson Bay,CA,52.85,-102.3842,33.51,57,6,7.2,clear sky
449,Rosetta,EG,31.4044,30.4164,71.42,65,19,9.06,few clouds
450,Sambava,MG,-14.2667,50.1667,69.98,88,32,5.64,scattered clouds
451,Maceio,BR,-9.6658,-35.7353,81.84,89,20,10.36,few clouds
452,Sergach,RU,55.5308,45.4661,48.72,85,100,15.03,overcast clouds
453,Lakes Entrance,AU,-37.8811,147.981,74.16,59,37,5.53,scattered clouds
454,Salamanca,ES,40.8333,-6.0,53.62,71,1,3.56,clear sky
455,Ahipara,NZ,-35.1667,173.1667,62.83,90,100,15.77,light rain
456,Olinda,BR,-8.0089,-34.8553,82.13,74,40,6.91,scattered clouds
457,Hualmay,PE,-11.0964,-77.6139,63.91,81,63,10.38,broken clouds
458,Ozernovskiy,RU,51.5,156.5167,36.66,68,70,2.06,broken clouds
459,Olga,RU,43.7444,135.2892,42.1,49,48,4.97,scattered clouds
460,Srandakan,ID,-7.9386,110.2506,63.73,80,100,6.42,overcast clouds
461,Camargo,MX,27.6667,-105.1667,65.5,69,18,27.76,few clouds
462,Zenzeli,RU,45.9241,47.0474,45.99,78,10,9.26,clear sky
463,Kavaratti,IN,10.5669,72.642,81.21,79,96,8.81,overcast clouds
464,Sakakah,SA,29.9697,40.2064,69.37,40,0,7.54,clear sky
465,Ostersund,SE,63.1792,14.6357,36.05,93,90,16.11,overcast clouds
466,Teya,RU,60.3778,92.6267,34.74,91,94,4.9,overcast clouds
467,Bhabua,IN,25.05,83.6167,67.51,66,1,5.84,clear sky
468,Pamanukan,ID,-6.2842,107.8106,81.5,73,94,3.65,overcast clouds
469,Hendrina,ZA,-26.1588,29.7153,59.27,40,91,10.54,overcast clouds
470,San Quintin,MX,30.4833,-115.95,68.72,67,1,15.17,clear sky
471,Kepno,PL,51.2784,17.9891,45.36,73,68,19.86,broken clouds
472,Baracoa,CU,20.3467,-74.4958,79.54,86,72,5.61,broken clouds
473,Machali,CL,-34.1833,-70.6667,61.88,59,75,11.5,broken clouds
474,Tandil,AR,-37.3217,-59.1332,62.02,84,33,6.4,light rain
475,Sao Joao Da Barra,BR,-21.6403,-41.0511,67.26,74,86,6.24,overcast clouds
476,Plerin,FR,48.5425,-2.7798,49.77,86,79,3.0,broken clouds
477,Moelv,NO,60.9333,10.7,33.93,64,3,6.46,clear sky
478,Fort Nelson,CA,58.8053,-122.7002,33.39,86,40,6.91,scattered clouds
479,Solnechnyy,RU,50.7214,136.6319,33.35,77,89,0.56,overcast clouds
480,Lokosovo,RU,61.1333,74.8167,40.06,95,94,5.06,moderate rain
481,Phan Thiet,VN,10.9333,108.1,78.87,86,99,5.35,overcast clouds
482,Komsomolskiy,UZ,40.4272,71.7189,48.92,66,40,13.8,scattered clouds
483,Roblin,CA,51.23,-101.3565,33.82,51,96,7.94,overcast clouds
484,San-Pedro,CI,4.7485,-6.6363,75.47,93,100,5.32,overcast clouds
485,Nichinan,JP,31.6,131.3667,59.95,71,68,5.61,broken clouds
486,Matamoros,MX,25.5333,-103.25,86.11,39,75,11.5,broken clouds
487,Mehran,IR,33.1222,46.1646,69.58,28,0,7.74,clear sky
488,Neiafu,TO,-18.65,-173.9833,79.48,69,40,6.91,scattered clouds
489,Kudahuvadhoo,MV,2.6708,72.8944,81.7,70,20,9.06,few clouds
490,Doha,QA,25.2867,51.5333,82.38,51,0,12.66,clear sky
491,Areka,ET,7.0667,37.7,57.42,57,74,5.12,broken clouds
492,Sola,VU,-13.8833,167.55,81.03,70,88,1.74,overcast clouds
493,Hay River,CA,60.8156,-115.7999,49.98,43,20,9.22,few clouds
494,Manokwari,ID,-0.8667,134.0833,78.49,81,100,6.33,moderate rain
495,Taksimo,RU,56.3444,114.8794,29.39,82,78,0.49,broken clouds
496,Gravelbourg,CA,49.8834,-106.5512,52.07,41,11,4.85,few clouds
497,Payson,US,40.0444,-111.7321,65.95,40,1,8.05,clear sky
498,Ucluelet,CA,48.9329,-125.5528,54.09,92,100,4.0,light rain
499,Monki,PL,53.405,22.7979,50.68,66,61,28.16,broken clouds
500,Orlovskiy,RU,46.8714,42.0592,43.52,80,14,8.48,few clouds
501,Pavlohrad,UA,48.5167,35.8667,52.75,89,94,16.31,overcast clouds
502,Nea Peramos,GR,38.0076,23.423,65.59,82,0,2.3,clear sky
503,Smoky Lake,CA,54.1169,-112.4686,45.32,49,0,6.91,clear sky
504,Vermillion,US,42.7794,-96.9292,47.07,48,4,5.75,clear sky
505,Bielsk Podlaski,PL,52.7651,23.1865,51.03,54,60,27.63,broken clouds
506,Dinar,TR,38.065,30.1656,46.36,52,0,3.96,clear sky
507,Ca Mau,VN,9.1769,105.15,78.3,89,100,3.13,overcast clouds
508,Hovd,MN,48.0056,91.6419,32.09,48,6,1.32,clear sky
509,Yuanping,CN,38.7153,112.7575,40.24,49,0,3.02,clear sky
510,Eydhafushi,MV,5.1033,73.0708,81.16,77,35,8.95,scattered clouds
511,Aksarka,RU,66.5606,67.7975,28.65,92,100,6.64,overcast clouds
512,Maningrida,AU,-12.0667,134.2667,91.89,48,46,4.85,scattered clouds
513,Korla,CN,41.7597,86.1469,52.68,31,13,7.2,few clouds
514,Eufaula,US,31.8913,-85.1455,77.43,89,20,0.0,few clouds
515,Ilhabela,BR,-23.7781,-45.3581,66.13,86,89,9.15,overcast clouds
516,Kaohsiung,TW,22.6163,120.3133,76.08,85,75,3.0,broken clouds
517,Morant Bay,JM,17.8815,-76.4093,80.22,83,82,7.96,broken clouds
518,Huarmey,PE,-10.0681,-78.1522,64.81,83,57,8.77,light rain
519,Begles,FR,44.8084,-0.5481,57.4,98,90,3.44,overcast clouds
520,Laukaa,RU,58.7372,29.8453,50.16,75,88,17.16,overcast clouds
521,Kasulu,TZ,-4.5767,30.1025,67.15,70,98,3.13,overcast clouds
522,Oranjemund,NA,-28.55,16.4333,58.17,75,15,17.83,few clouds
523,Trinidad,BO,-14.8333,-64.9,91.38,55,39,3.44,scattered clouds
524,Presque Isle,US,46.6811,-68.0159,54.03,92,90,0.0,light rain
525,Karpathos,GR,35.507,27.2132,62.56,77,0,6.91,clear sky
526,Belmonte,BR,-15.8631,-38.8828,72.1,90,99,10.22,overcast clouds
527,Iquique,CL,-20.2208,-70.1431,60.84,76,55,3.8,broken clouds
528,Mogadishu,SO,2.0371,45.3438,78.75,84,88,15.93,overcast clouds
529,Saint-Marc,HT,19.1082,-72.6938,81.39,75,75,3.74,broken clouds
530,Nouadhibou,MR,20.931,-17.0347,73.38,68,15,9.22,few clouds
531,Nouakchott,MR,18.0858,-15.9785,80.53,41,35,8.1,scattered clouds
532,Gryazovets,RU,58.88,40.2525,48.83,94,100,15.14,light rain
533,Winnemucca,US,40.973,-117.7357,73.45,27,20,13.8,few clouds
534,Margate,GB,51.3813,1.3862,46.69,76,22,1.01,few clouds
535,Kathu,TH,7.9178,98.3332,82.69,97,100,6.62,light rain
536,Hamilton,US,39.1834,-84.5333,60.73,69,25,3.0,scattered clouds
537,Naze,JP,28.3667,129.4833,68.92,69,100,17.76,overcast clouds
538,Naryan-Mar,RU,67.6713,53.087,28.81,95,100,10.45,light snow
539,Krasnooktyabrskiy,RU,44.9328,38.3712,52.09,85,14,4.32,few clouds
540,Stykkisholmur,IS,65.0757,-22.7297,35.04,66,58,9.64,broken clouds
541,Faya,SA,18.3851,42.4509,59.52,29,34,6.02,scattered clouds
542,Huinan,CN,42.6225,126.2614,39.09,56,53,2.08,broken clouds
543,Stephenville Crossing,CA,48.5,-58.4318,46.53,81,75,4.61,broken clouds
544,Mao,ES,39.8885,4.2658,66.76,68,0,13.8,clear sky
545,Sibolga,ID,1.7427,98.7792,77.02,85,99,3.0,overcast clouds
546,Marienburg,PL,54.0359,19.0266,47.88,71,90,21.85,overcast clouds
547,San Carlos De Bariloche,AR,-41.1456,-71.3082,46.15,49,40,24.16,scattered clouds
548,Poum,NC,-20.2333,164.0167,75.7,73,17,9.53,few clouds
549,Saint-Honore,CA,48.5334,-71.0824,48.29,89,100,4.61,light rain
550,Chaupimarca,PE,-10.4333,-76.5333,42.37,80,70,4.7,broken clouds
551,Severo-Kurilsk,RU,50.6789,156.125,39.6,62,97,7.52,overcast clouds
552,Ekuvukeni,ZA,-28.4675,30.1551,65.14,44,100,3.47,overcast clouds
553,Xining,CN,36.6167,101.7667,38.08,88,84,1.92,broken clouds
554,Progreso,MX,21.2833,-89.6667,77.11,87,100,8.5,overcast clouds
555,Saint-Leu,RE,-21.15,55.2833,70.63,91,0,2.71,clear sky
556,San Jose,US,37.3394,-121.895,77.36,61,75,11.5,broken clouds
557,Tabas,IR,33.5959,56.9244,58.05,47,0,8.48,clear sky
558,La Romana,DO,18.4273,-68.9728,82.13,89,40,0.0,scattered clouds
559,Coquimbo,CL,-29.9533,-71.3436,56.93,82,0,9.22,clear sky
560,Kununurra,AU,-15.7667,128.7333,87.78,79,40,2.3,scattered clouds
561,Kuminskiy,RU,58.6667,66.5667,26.2,88,30,4.88,scattered clouds
562,Saint-Raymond,CA,45.467,-73.6095,60.15,95,90,2.3,mist
563,Todi,IT,42.7799,12.4046,61.3,68,54,6.46,broken clouds
564,Nelson Bay,AU,-32.7167,152.15,73.29,78,18,6.29,few clouds
565,Novo Aripuana,BR,-5.1206,-60.3797,75.97,93,99,1.95,light rain
566,Anqing,CN,30.5092,117.0506,55.44,73,100,5.95,overcast clouds
567,Hami,CN,42.8,93.45,53.02,24,2,5.17,clear sky
568,Kruisfontein,ZA,-34.0033,24.7314,61.88,87,100,5.59,light rain
569,Lunenburg,CA,44.3835,-64.3155,59.0,88,75,4.61,broken clouds
570,Marzuq,YE,14.4,46.4667,72.07,32,22,4.9,few clouds
571,Cockburn Town,TC,21.4612,-71.1419,80.56,83,90,8.05,overcast clouds
572,Xingcheng,CN,40.6167,120.7167,48.13,51,0,10.31,clear sky
573,Killarney,IE,52.05,-9.5167,43.05,85,32,4.47,scattered clouds
574,Guadalupe Y Calvo,MX,26.1,-106.9667,60.96,58,6,4.25,clear sky
575,Maniitsoq,GL,65.4167,-52.9,32.49,59,50,8.97,scattered clouds
576,Yarkovo,RU,57.4028,67.0786,27.5,85,31,6.96,scattered clouds
577,Orzu,TJ,37.5593,68.8184,50.4,50,100,13.53,heavy intensity rain
578,Laem Sing,TH,12.4816,102.0738,80.15,100,100,3.78,overcast clouds
579,Waingapu,ID,-9.6567,120.2641,83.66,63,74,2.57,broken clouds
580,Ambon,ID,-3.6954,128.1814,78.94,89,40,5.75,scattered clouds
581,Lahad Datu,MY,5.0268,118.327,78.06,90,100,3.6,overcast clouds
582,Chauk,MM,20.8833,94.8167,75.09,94,95,5.46,overcast clouds
583,Santa,PH,17.486,120.4348,80.42,81,18,3.83,few clouds
584,Kamina,CD,-8.7386,24.9906,64.87,95,86,5.53,overcast clouds
585,Snasa,NO,64.2457,12.3778,33.19,98,100,3.06,snow
586,Vangaindrano,MG,-23.35,47.6,67.8,87,100,6.55,overcast clouds
587,Alyangula,AU,-13.8483,136.4192,82.27,65,82,2.3,broken clouds
588,Katherine,AU,-14.4667,132.2667,79.12,69,59,6.91,broken clouds
589,Sarangani,PH,5.4033,125.4636,81.66,76,53,0.92,light rain
590,Cabra,ES,37.4725,-4.4421,63.7,56,0,0.63,clear sky
591,Chanika,TZ,-5.4167,38.0167,67.33,81,85,5.14,overcast clouds
592,Bagdarin,RU,54.4333,113.6,27.97,77,23,1.86,few clouds
593,Yulara,AU,-25.2406,130.9889,80.44,18,0,10.36,clear sky
594,West Wendover,US,40.7391,-114.0733,60.01,44,1,0.0,clear sky
595,Umm Lajj,SA,25.0213,37.2685,78.22,59,0,11.32,clear sky
596,Matagami,CA,49.7502,-77.6328,32.11,100,90,6.91,light snow
597,Marau,BR,-28.4492,-52.2,61.52,75,97,4.16,overcast clouds
598,Pervomayskiy,RU,53.2485,40.2871,48.13,69,100,19.62,overcast clouds
599,Flin Flon,CA,54.7682,-101.865,39.04,41,20,9.22,few clouds
600,Mezen,RU,65.8522,44.24,29.08,97,100,5.46,light snow
601,Tomatlan,MX,19.9333,-105.25,83.05,79,35,7.0,scattered clouds
602,Goderich,CA,43.7501,-81.7165,56.91,88,98,13.8,overcast clouds
603,Sesimbra,PT,38.4445,-9.1015,62.28,71,5,16.78,clear sky
604,Balakhta,RU,55.38,91.6,37.11,72,100,3.0,overcast clouds
605,Los Banos,PH,14.1667,121.1833,82.8,79,78,6.35,broken clouds
606,Havre-Saint-Pierre,CA,50.2334,-63.5986,48.2,93,1,5.75,clear sky
607,Obregon,NI,11.9566,-85.9636,87.89,88,100,3.65,overcast clouds
608,Nishihara,JP,26.1842,127.7558,71.26,94,90,8.05,overcast clouds
609,Jutai,BR,-5.1833,-68.9,74.97,88,66,2.71,moderate rain
610,Jiaxing,CN,30.7522,120.75,59.02,79,91,9.44,overcast clouds
611,Viseu,PT,40.661,-7.9097,51.87,91,0,2.55,clear sky
612,Khani,GE,41.9563,42.9566,49.57,57,0,7.23,clear sky
613,Kipini,KE,-2.5257,40.5262,77.29,78,21,14.94,few clouds
614,Urucara,BR,-2.5364,-57.76,75.24,89,100,1.97,overcast clouds
615,Sinnamary,GF,5.3833,-52.95,78.67,87,95,10.85,overcast clouds
616,Eyl,SO,7.9803,49.8164,77.11,84,36,4.36,light rain
617,Zemio,CF,5.0314,25.1361,66.52,98,100,2.35,overcast clouds
618,Asyut,EG,27.181,31.1837,66.38,58,2,12.8,clear sky
619,Resende,BR,-22.4689,-44.4467,61.43,95,99,3.53,overcast clouds
620,Sapulpa,US,35.9987,-96.1142,69.51,55,1,0.0,clear sky
621,Fort-Shevchenko,KZ,44.5086,50.263,52.16,76,11,14.2,few clouds
622,Voi,KE,-3.3945,38.563,70.41,77,42,8.79,scattered clouds
623,Ust-Nera,RU,64.5667,143.2,9.21,93,100,2.95,overcast clouds
624,Boffa,GN,10.1667,-14.0333,76.5,89,100,1.05,overcast clouds
625,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,73.0,36,0,7.92,clear sky
626,Puerto Escondido,MX,15.85,-97.0667,80.51,84,100,1.28,overcast clouds
627,Bo Phloi,TH,14.3236,99.5161,76.17,90,100,1.34,overcast clouds
628,Luba,GQ,3.4568,8.5547,78.69,86,93,7.63,moderate rain
629,Hammerfest,NO,70.6634,23.6821,32.45,86,20,17.27,few clouds
630,Qasigiannguit,GL,68.8193,-51.1922,30.45,96,41,4.81,scattered clouds
631,Vuktyl,RU,63.8567,57.3094,30.43,95,100,11.97,light snow
632,Antalaha,MG,-14.9003,50.2788,69.15,90,39,4.5,scattered clouds
633,Dezhou,CN,37.4486,116.2925,49.23,53,0,5.55,clear sky
634,Mwingi,KE,-0.9344,38.0601,66.97,82,95,5.14,overcast clouds
635,Mayo,US,38.8876,-76.5119,71.26,79,1,4.61,clear sky
636,Cassilandia,BR,-19.1133,-51.7342,73.94,66,16,4.27,few clouds
637,Sheffield,GB,53.383,-1.4659,49.14,75,59,1.01,broken clouds
638,Taltal,CL,-25.4,-70.4833,59.97,73,25,4.99,scattered clouds
639,Mana,GF,5.6592,-53.7767,78.62,88,100,9.86,overcast clouds
640,Ketchikan,US,55.3422,-131.6461,61.27,44,90,12.66,moderate rain
641,Iki-Burul,RU,45.8208,44.6472,41.4,50,5,8.12,clear sky
642,Xai-Xai,MZ,-25.0519,33.6442,66.49,77,73,10.65,broken clouds
643,Spearfish,US,44.4908,-103.8594,62.82,67,1,4.61,haze
644,Ust-Koksa,RU,50.2696,85.6108,36.05,65,75,2.28,broken clouds
645,Buzuluk,RU,52.7807,52.2635,47.41,91,100,11.81,overcast clouds
646,Lapua,FI,62.9693,23.0088,44.11,95,100,6.38,moderate rain
647,San Ignacio,BZ,17.1561,-89.0714,77.14,94,0,0.0,clear sky
648,Dachau,DE,48.26,11.434,53.35,66,66,1.99,broken clouds
649,Hoquiam,US,46.9809,-123.8893,58.44,67,90,9.22,moderate rain
650,Imeni Morozova,RU,59.9757,31.0376,53.17,46,100,15.77,light rain
651,Ambositra,MG,-20.5167,47.25,56.19,82,1,2.06,clear sky
652,Ust-Tsilma,RU,65.441,52.1498,30.36,96,100,4.83,overcast clouds
653,Simao,CN,22.7886,100.9748,63.61,100,100,2.37,overcast clouds
654,Le Port,RE,-20.9373,55.2919,69.8,91,1,9.57,clear sky
655,Bilma,NE,18.6853,12.9164,80.78,18,0,10.13,clear sky
656,Zhigansk,RU,66.7697,123.3711,27.57,80,70,14.97,broken clouds
657,Felipe Carrillo Puerto,MX,19.5833,-88.05,73.71,99,100,1.43,overcast clouds
658,Pontianak,ID,-0.0333,109.3333,75.18,94,75,3.44,moderate rain
659,Druzhba,UA,52.0428,33.9453,52.36,60,100,16.91,overcast clouds
660,Dwarka,IN,22.2394,68.9678,78.39,57,0,10.42,clear sky
661,Ewa Beach,US,21.3156,-158.0072,84.15,60,90,10.0,light rain
662,Gazalkent,UZ,41.5581,69.7708,41.36,82,100,4.65,overcast clouds
663,Sonneberg,DE,50.35,11.1667,44.02,92,60,6.02,broken clouds
664,Playa Vicente,MX,17.8333,-95.8167,74.14,94,83,5.64,broken clouds
665,Kwinana,AU,-32.25,115.7667,61.93,85,47,6.87,scattered clouds
666,Ranong,TH,9.9658,98.6348,75.13,89,100,2.08,heavy intensity rain
667,Manaure,CO,11.7751,-72.4445,85.05,66,22,16.75,few clouds
668,Te Anau,NZ,-45.4167,167.7167,57.96,60,28,1.95,light rain
669,Tete,MZ,-16.1564,33.5867,77.09,50,0,4.61,clear sky
670,Kytmanovo,RU,53.4593,85.4479,44.28,56,99,4.94,overcast clouds
671,Kidal,ML,18.4411,1.4078,83.28,20,2,9.04,clear sky
672,Inhambane,MZ,-23.865,35.3833,69.08,71,38,9.57,scattered clouds
673,Breytovo,RU,58.2993,37.8617,50.13,83,100,18.16,moderate rain
674,Teknaf,BD,20.8624,92.3058,76.17,90,93,3.44,overcast clouds
675,Krasnyy Yar,RU,46.5331,48.3456,40.96,72,68,9.91,broken clouds
676,Florian,CO,5.8049,-73.9703,62.11,98,78,3.0,broken clouds
677,Itoman,JP,26.1247,127.6694,71.98,92,75,12.66,broken clouds
678,Biak,ID,-0.9131,122.8766,79.57,75,100,3.94,overcast clouds
679,Coihaique,CL,-45.5752,-72.0662,48.15,66,40,3.44,scattered clouds
680,Asfi,MA,32.2994,-9.2372,66.0,84,1,12.57,clear sky
681,Uchiza,PE,-8.4592,-76.4633,77.85,72,93,3.0,overcast clouds
682,Melfi,IT,40.9965,15.6514,61.39,89,75,7.16,broken clouds
